Rep,Treat,SPP,Clone,Row,Col,ID #,1997_Height,1997_Diam,1998_Height,1998_Diam,1999_Height,1999_Diam,2000_Height,2000_Diam,2001_Height,2001_Diam@3cm,2001_Diam@10cm,2002_Height,2002_Diam,2003_Height,2003_Diam@10cm,2003_DBH,2004_Height,2004_Diam@10cm,2004_DBH,2005_Height,2005_Diam@10cm,2005_DBH,2006_Height,2006_DBH,2007_Height,2007_DBH,2008_Height,2008_DBH,Notes,Comment1,Comment2,Comment3
1,2,A,216,P,11,4722,21,0.29,170,1.598,253,2.47,312,2.91,362,3.04,2.98,405,3.02,436,3.02,2.3,424,2.9,2.27,,,,,,,,,,05: Dead  ,,,
1,2,B,B,P,10,4721,60,0.67,225,3.376,416,5.26,554,6.83,644,8.35,7.95,696,8.59,780,9.29,6.57,810,9.8,7.6,841,10.4,7.43,904,7.8,958,8.34,984,8.92,,,,
1,2,A,216,P,9,4720,21,0.42,220,2.168,335,4.1,359,4.54,433,5.22,4.68,480,4.74,503,5.12,3.52,526,,3.68,,,,,,,,,,05: Dead  ,,,
1,2,B,B,P,8,4719,26,0.62,168,3.329,214,6.48,417,7.67,547,9.68,9.1,619,10.25,731,10.76,4.75,780,11.2,7.1,801,11.6,5.47,831,5.88,878,6.30,874,6.17,"06:2 stems;  08: Dia BAB v, remeasured",,,
1,2,A,216,P,7,4718,79,0.86,185,2.425,228,3.57,261,3.73,343,3.98,3.7,362,3.72,,,,,,,,,,,,,,,,03: Dead?; measured twice  07:missing  ,,,
1,2,B,B,Q,7,4731,27,0.36,143,1.732,321,3.77,443,4.50,545,6.29,5.42,647,6.08,720,6.59,4.6,754,6.9,4.92,748,6.8,5.12,790,5.53,786,5.52,821,,,,,
1,2,A,216,Q,8,4732,27,0.58,162,2.479,221,3.33,313,3.69,386,4,3.85,458,3.69,,,,,,,,,,,,,,,,03: Dead?; measured 2x; 04: Dead  ,,,
1,2,B,B,Q,9,4733,55.5,0.64,189,2.788,355,5.53,470,6.19,582,7.65,6.9,685,7.58,742,8.15,5.22,790,8.9,5.54,822,8.3,5.64,812,5.92,786,5.88,,,07:pd ,,,
1,2,A,216,Q,10,4734,21,0.45,204,2.186,347,3.47,356,4.04,386,4.1,4.16,415,4.07,418,,3.1,,4,2.98,,,,,,,,,,03: Dead?; 04: Alive; 05: Dead,,,
1,2,B,B,Q,11,4735,54,0.54,160,2.258,306,4.23,406,5.00,525,6.79,5.73,680,6.30,715,6.81,5.1,810,7,5.26,892,7.4,5.49,895,6.03,900,5.71,901,5.73,,,,
1,2,A,216,Q,12,4736,52,0.54,250,2.598,194,3.85,254,3.96,282,4.2,4.13,282,3.98,,,,,,,,,,,,,,,,03: Dead,,,
1,2,B,B,Q,13,4737,74,0.7,185,2.733,323,4.58,440,5.08,544,6.4,5.4,635,5.95,709,6.37,4.49,784,6.5,4.82,797,6.8,5.03,844,5.29,848,5.50,900,5.7,,,,
1,2,A,216,Q,14,4738,57,0.75,125,2.859,275,4.22,297,5.02,380,5.5,5.13,410,5.28,454,5.41,3.33,459,5.5,3.37,508,5.4,3.36,482,3.39,504,3.41,,,06:v  ,,,
1,2,B,B,R,14,4751,55,0.48,162,2.262,332,4.03,439,4.89,558,6.6,6.2,688,7.00,768,7.93,5.4,870,8.57,6.01,835,9.3,6.70,935,7.2,1018,7.70,1073,8.2,,,,
1,2,A,216,R,13,4750,37,0.55,250,2.482,295,4.32,389,5.13,448,5.8,5.3,567,5.57,599,5.89,4.7,609,6.2,4.82,681,6.1,4.83,761,4.91,812,4.90,805,5.03,08: Hgt v,2003_Height: VQ: Changed from 556 to 599 - remeasure. 5-5-4,,
1,2,B,B,R,12,4749,43,0.52,143,2.192,315,4,428,4.59,556,6,5.7,650,6.43,763,7.13,4.81,815,7.3,5.23,817,7.5,5.55,816,5.81,849,5.97,821,6.07,,,,
1,2,A,216,R,11,4748,42,0.65,129,3.113,316,5.34,358,5.69,416,6.3,5.8,468,5.89,483,5.89,4.13,509,5.9,4.08,,,,,,,,,,05: Dead  ,,,
1,2,B,B,R,10,4747,51,0.73,170,2.934,327,6.13,443,7.52,541,8.8,8.9,611,9.71,688,10.28,5.48,830,10.8,6.69,836,11.2,6.35,900,7.03,891,7.25,865,7.4,08: Hgt v,,,
1,2,A,216,R,9,4746,39,0.46,136,2.083,236,3.34,234,3.26,251,3.8,3.1,251,2.99,,,,,,,,,,,,,,,,03: Dead,,,
1,2,B,B,R,8,4745,57.5,0.72,205,3.318,388,5.67,524,7.56,620,9.7,8.6,713,9.93,822,10.92,6.4,845,12.2,8.71,862,11.3,7.40,938,7.65,885,7.82,854,,06:2 stems; 08: Dead top,,,
1,2,A,216,R,7,4744,61,0.72,227,2.633,295,3.79,349,4.44,426,4.7,4.5,466,4.62,490,4.71,3.43,495,4.7,3.54,,,,,,,,,,04: Dead?; 05: Dead  ,,,
1,2,A,216,S,8,4757,17,0.31,159,1.429,209,2.81,219,2.74,246,3.8,3.1,,,,,,,,,,,,,,,,,,02: Dead,,,
1,2,B,B,S,9,4758,34,0.5,160,2.572,309,5.31,420,5.75,496,7.5,6.3,637,6.84,696,7.16,4.18,763,7.40,5.43,834,7.7,4.88,809,5.18,820,5.40,797,5.42,,,,
1,2,A,216,S,10,4759,23,0.32,120,1.716,202,2.47,255,2.76,254,2.9,2.8,251,2.93,,,,,,,,,,,,,,,,03: Dead,,,
1,2,B,B,S,11,4760,75,0.63,192,2.167,309,3.87,457,5.03,562,6.3,5.7,644,6.33,731,6.75,4.81,775,7.2,5.13,758,7.4,5.49,838,5.58,,,,,07:Dead  ,,,
1,2,A,216,S,12,4761,62,0.69,269,2.763,349,4.54,418,5.61,539,6.4,6,676,6.59,772,7.29,5.81,795,7.6,6.18,900,8.3,6.67,991,7.19,1083,8.11,1164,9.03,,,,
1,2,B,B,S,13,4762,64,0.75,151,2.537,295,5.44,364,5.42,456,6.5,5.9,558,6.33,613,6.68,4.61,666,7.8,4.81,688,7,5.10,729,5.3,734,5.35,853,5.5,,,,
1,2,A,216,S,14,4763,60,0.78,171,2.739,290,4.62,320,4.98,446,5.7,5.4,496,5.73,551,6.11,4.4,595,6.2,4.53,694,6.3,4.60,738,4.7,825,4.72,855,4.79,08: Hgt remeasured,,,
1,2,B,B,T,14,4774,13.5,0.42,92,1.564,236,3.15,335,4.18,428,5,3.2,529,4.14,615,4.77,3.2,630,4.8,3.4,660,5.2,3.43,682,3.45,686,3.50,666,3.51,02: Bent by scaffold; 04: Knob at 10cm; 08: maybe dead,2001_Diam@10cm: VQ: Forked below 10 cm. Entered value is avg of 4.2 and 2.2. 6.4.4,,
1,2,A,216,T,13,4773,27,0.49,126,2.393,284,4.41,347,4.86,386,5.4,5.2,471,5.48,506,5.47,3.7,520,5.5,3.68,554,5.6,3.70,,,,,,,06:dead  ,,,
1,2,B,B,T,12,4772,66,0.59,154,2.258,319,3.92,409,4.55,513,5.8,5.1,604,5.67,711,5.86,4.52,756,6.5,4.73,773,6.7,5.03,798,5.25,828,5.20,649,,"08: Broken top, remeasured",,,
1,2,A,216,T,11,4771,47,0.64,269,2.698,349,4.48,412,5.66,480,6.4,6,575,6.40,632,6.65,5.08,670,6.8,5.16,873,7,5.31,869,5.49,987,6.00,999,6.82,,,,
1,2,B,B,T,10,4770,64,0.69,207,2.876,240,5.21,473,6.40,517,7.4,6.7,566,7.32,659,7.64,5.5,687,7.8,5.57,738,7.8,5.69,667,5.65,,,,,06:v  07:Dead  ,,,
1,2,A,216,T,9,4769,9.5,0.3,132,1.006,186,2.23,,,,,,,,,,,,,,,,,,,,,,,00: Dead,,,
1,2,A,216,U,12,4782,10,0.2,166,2.332,292,3.15,345,3.64,403,4,2.8,517,3.66,525,3.76,2.89,526,3.90,2.89,541,3.7,2.87,563,3,532,3.00,517,3,07:broken top; 08: Broken top,2001_Diam@10cm: VQ: Forked tree below 10-cm. Entered value is avg of 3.3 and 2.3. 6-4-4,,
1,2,B,B,U,13,4783,33,0.42,138,1.762,275,3.41,381,3.98,480,6.3,5,633,5.48,680,6.33,4.54,787,6.8,6.23,781,7.1,5.31,779,5.45,825,5.51,694,,06:v; 08: Dead above 6.94m,,,
1,2,A,216,U,14,4784,30,0.36,225,2.075,312,4.04,401,5.08,525,5.9,5.8,663,6.43,682,7.32,5.75,757,7.8,6.19,821,8.8,6.70,908,7.23,1047,7.99,1083,8.75,,,,
1,3,B,B,L,14,4980,50,0.61,146,2.63,319,4.79,402,5.40,507,7,6.6,598,7.13,660,7.58,4.98,673,8,5.42,730,8.3,5.77,721,6.08,781,6.58,850,7.11,,,,
1,3,A,271,L,13,4979,59,0.69,187,2.51,298,3.89,424,4.66,490,5.2,5,589,5.48,616,6.14,4.8,683,6.5,5.17,680,7,5.52,735,5.72,793,6.30,924,6.89,,,,
1,3,B,B,L,12,4978,50,0.48,168,2.06,311,3.93,369,4.82,435,6,5.55,523,6.02,534,6.46,4.02,564,6.9,4.36,572,7.1,4.70,632,4.9,702,5.22,703,5.45,,,,
1,3,A,216,L,11,4977,69.5,0.71,212,2.508,253,4.31,316,4.78,453,5.25,5,521,5.25,614,5.89,4.59,643,6.2,4.92,737,6.6,5.33,782,5.76,858,6.51,906,7.13,,,,
1,3,B,B,L,10,4976,59,0.55,136,1.717,225,3.12,307,3.85,390,5,4.8,577,5.09,513,5.35,3.6,513,5.7,3.8,560,5.9,4.03,577,4.2,599,4.31,641,4.42,03: Measured twice,,,
1,3,A,216,L,9,4975,68,0.62,205,2.134,242,3.14,306,3.71,365,3.95,3.8,451,4.17,526,4.77,3.6,518,5,3.9,580,5.2,4.17,636,4.5,699,5.03,788,5.57,03: Ht lrg,,,
1,3,B,B,L,8,4974,54,0.59,178,1.901,282,2.91,359,3.78,399,4.4,4.2,432,4.71,447,5.00,3.25,488,5.1,3.42,506,5.2,3.48,523,3.59,543,3.66,565,3.72,02: bent by scaffold,,,
1,3,A,216,L,7,4973,30,0.52,131,1.482,160,1.98,171,2.14,248,2.15,2.2,268,2.10,277,2.48,1.31,287,2.4,1.42,287,2.3,1.46,286,1.54,291,1.70,319,1.82,99: Dead; 00: Tree growing,,,
1,3,B,B,L,6,4972,53,0.54,136,2.046,231,3.62,310,4.70,361,5.65,5.35,423,5.73,495,6.40,3.29,503,7.6,5.22,504,6.6,3.59,514,4.27,535,3.88,557,4.45,"06:2stems  07: Dia both v & 1"" low",,,
1,3,A,216,M,6,4986,51,0.69,154,2.334,167,3.21,183,3.14,253,3.59,3.48,295,3.53,387,3.66,2.15,423,3.8,2.42,492,4.1,2.63,560,2.94,610,2.48,674,3.92,Misplant 216; 08: Dia remeasured,,,
1,3,B,B,M,7,4987,95,0.7,154,2.147,264,3.3,339,4.04,413,5.12,4.5,431,4.77,476,5.16,3.28,511,5.3,3.45,526,5.5,3.64,539,3.85,566,4.08,639,4.41,02: bent by scaffold,,,
1,3,A,216,M,8,4988,84,0.72,210,2.748,274,4.14,309,4.86,428,5.39,5.12,487,5.48,621,6.14,4.72,792,6.3,5.06,704,6.8,5.48,734,6.08,761,6.93,875,7.83,,,,
1,3,B,B,M,9,4989,70,0.65,157,2.875,272,4.19,354,5.04,391,6.19,5.06,431,5.54,455,5.76,3.1,488,6.1,3.37,506,6.4,3.16,495,3.2,505,3.28,,,04: Girdled at base; 05: Multiple basal sprouts 06:2 stems 08:Dead,,,
1,3,A,216,M,10,4990,39,0.55,197,1.955,231,2.99,273,3.39,363,3.75,3.61,446,3.85,557,4.14,3.2,594,4.4,3.49,634,4.7,3.78,674,4.15,700,4.66,769,5.11,,,,
1,3,B,B,M,11,4991,27,0.35,88,1.271,209,2.19,276,2.95,329,3.4,3.19,389,3.60,409,3.76,2.37,442,4,2.52,438,4.2,2.68,462,2.78,472,2.95,506,3.12,,,,
1,3,A,271,M,12,4992,52.5,0.59,138,1.923,248,2.99,335,3.42,400,3.92,3.72,443,3.88,440,3.95,2.8,411,3.9,2.83,365,3.9,2.85,245,3.01,205,2.92,,,03: Measured twice 06:pd  07:top dead: remeasured to tip of live branch 5-21-08 08:Dead,,,
1,3,B,B,M,13,4993,67,0.59,166,2.188,298,3.95,381,5.03,404,6.36,5.72,511,6.30,568,6.75,4.48,792,7.2,4.87,699,7.7,5.11,718,5.7,796,6.22,822,6.61,,,,
1,3,A,216,M,14,4994,75,0.67,172,2.638,308,4.27,349,4.98,429,5.69,3.3,451,5.79,576,6.33,4.78,776,6.5,5.01,617,6.7,5.19,631,5.44,673,5.90,735,6.24,02: CT broken by scaffold; 04: Ht measured 2x,2004_Height: VSQ: Changed from 546 to 776. Remeasure 1-10-5,,
1,3,B,B,N,14,5008,17,0.33,151,1.534,256,2.7,312,3.24,388,3.75,3.7,414,3.92,429,4.11,2.51,452,4.2,2.53,452,5.7,2.58,454,2.65,488,2.72,503,2.91,,,,
1,3,A,216,N,13,5007,19,0.25,129,1.282,163,1.92,241,2.22,278,2.15,2.4,307,2.42,313,3.02,1.39,310,2.3,1.42,,,1.44,302,1.45,330,1.53,324,1.5,05: Dead; 08: Hgt v,2003_Diam@10cm: VQ: changed from 2.23 to 3.02 - remeasure. 5-6-4,,
1,3,B,B,N,12,5006,22,0.35,97,1.633,220,3.03,263,3.67,342,4.3,4.2,428,4.23,463,4.74,2.54,483,4.8,2.7,502,6.2,2.71,523,2.78,547,2.99,572,3.15,,,,
1,3,A,216,N,11,5005,47,0.72,197,2.558,254,3.55,312,4.17,406,5.1,4.2,438,4.49,514,5.06,3.52,561,5.3,3.85,606,5.6,4.07,675,4.4,733,5.05,794,5.59,,,,
1,3,B,B,N,10,5004,18,0.35,94,1.278,173,2.36,238,2.87,273,3.15,2.85,329,2.90,328,3.06,1.7,325,3,1.75,330,3.1,1.76,345,1.81,328,1.81,339,1.77,03: Measured twice,,,
1,3,A,216,N,9,5003,32,0.57,202,2.028,265,3.08,310,3.93,370,4.4,4.4,459,4.58,517,5.03,3.9,640,5.3,4.24,715,5.5,4.52,735,4.85,749,5.45,887,5.87,08: Dia remeasured,,,
1,3,B,B,N,8,5002,27,0.44,122,1.689,235,2.8,329,3.67,377,4.55,4.2,449,4.87,481,5.44,3.24,533,6,3.62,555,4.7,3.88,585,4.04,621,4.45,658,4.51,,,,
1,3,A,216,N,7,5001,55,0.65,160,2.069,182,2.65,186,2.71,206,2.9,2.7,211,2.86,272,3.09,,,,,,,,,,,,,,04: Dead  ,2003_Height: VQ: Changed from 192 to 272 - remeasure. 5-5-4,,
1,3,B,B,N,6,5000,69,0.76,160,2.051,218,3.13,290,3.87,349,4.6,4.3,436,4.65,440,5.09,3.33,488,5.40,3.63,536,5.2,3.94,582,4.18,621,4.71,713,5.12,,,,
1,3,A,216,O,6,5014,58,0.76,162,2.331,203,3.2,259,3.61,341,3.81,3.75,402,3.92,486,4.17,3.03,523,4.7,3.21,533,4.7,3.45,633,3.9,656,4.89,729,5.18,02: Dead? 03: Tree growing,,,
1,3,B,B,O,7,5015,19,0.29,72,1.016,178,2.25,229,3.14,289,3.8,3.63,341,3.82,377,4.14,2.18,406,4.3,2.48,432,4.9,2.73,463,2.92,459,3.05,472,3.11,03: Dead?; 04: Growing,,,
1,3,A,216,O,8,5016,70,0.58,156,2.08,219,3.25,262,3.79,348,4,3.78,407,3.95,524,4.39,3.39,549,4.5,3.64,613,4.9,3.94,659,4.35,733,5.09,826,5.61,,,,
1,3,B,B,O,9,5017,40,0.46,146,1.785,237,3.07,291,3.82,395,4.42,4.2,410,4.52,454,4.90,3.25,457,4.9,3.3,456,5,3.25,,,,,,,06:dead  ,,,
1,3,A,216,O,10,5018,63,0.7,175,2.266,275,3.45,310,4.17,380,4.62,4.14,425,4.46,491,4.87,3.1,503,5.2,4.29,487,5.5,3.47,604,3.65,686,4.26,727,4.88,06:2 stems,,,
1,3,B,B,O,11,5019,27,0.39,113,1.444,200,2.92,244,3.86,315,4.25,3.3,364,3.53,408,3.63,2.24,432,3.7,2.39,440,3.8,2.47,474,2.57,493,2.65,514,2.72,,,,
1,3,A,216,O,12,5020,80,0.75,213,2.571,253,4.11,304,4.60,388,5,4.85,473,5.16,533,5.51,3.96,582,5.8,4.29,605,6.2,4.50,663,4.84,726,5.30,782,5.75,,,,
1,3,B,B,O,13,5021,31,0.4,158,1.879,288,3.34,361,4.11,458,4.82,4.45,484,4.74,514,4.90,3.23,536,5,3.39,542,5.1,3.49,572,3.59,594,3.70,636,3.81,,,,
1,3,A,216,O,14,5022,47,0.66,211,2.448,258,3.82,314,4.42,400,5.15,4.85,507,5.25,635,5.76,4.48,665,6,4.55,686,6.2,4.69,600,4.7,,4.71,,,02: damaged 06:top dead 07:Dead,,,
1,3,B,B,P,14,5035,43,0.46,109,1.63,221,2.45,302,3.28,397,3.9,3.75,452,4.11,479,4.30,2.9,483,4.5,3.06,516,5.3,3.18,544,3.25,593,3.40,589,3.61,,,,
1,3,A,216,P,13,5034,47,0.7,233,2.289,310,3.54,372,4.22,500,4.9,4.65,507,5.16,613,5.51,4.49,671,5.7,4.67,746,6,4.83,774,5.04,787,5.31,877,5.61,,,,
1,3,B,B,P,12,5033,39,0.53,114,1.508,200,2.52,277,2.97,342,3.55,3.3,397,3.60,401,4.04,2.35,434,3.8,2.53,452,3.9,2.54,468,2.62,504,2.70,524,2.75,04: Ht measured 2x,2003_Height: VQ: Changed from 387 to 401 - remeasure. 5-5-4,,
1,3,A,216,P,11,5032,25,0.45,136,1.667,177,2.58,212,2.85,288,3.15,3.1,324,3.12,362,3.18,2.01,381,3.2,2.1,488,3.3,2.03,392,2.08,396,2.08,396,2.08,06:v  ,,,
1,3,B,B,P,10,5031,30.5,0.48,135,1.575,262,2.72,320,3.56,397,4,3.8,405,4.27,404,4.33,3.11,411,4.7,3.38,403,4.6,3.41,431,3.67,,,,,04: Grew up to scaf. May be stunted  07:Dead   07: Dia sprout 114,,,
1,3,A,216,P,9,5030,24,0.59,172,1.961,247,3.1,270,3.58,315,3.8,3.365,405,3.82,391,4.01,2.74,396,3.9,2.78,435,4,2.86,492,3.06,498,3.30,536,3.5,02: Damage by scaffold; 03: measured twice,2003_Height: VQ: Changed from 383 to 391 - remeasure. 5-5-4,,
1,3,B,B,P,8,5029,46,0.59,132,1.608,262,3.36,403,4.15,481,5,4.8,523,5.12,600,5.51,3.97,589,5.5,3.98,578,5.6,,282,,356,,,,03: Ht lrg; 04: Ht measured 2x; 05: Multiple basal sprouts 06:ts  07: Dia sprout 150,,,
1,3,A,216,P,7,5028,11,0.21,33,0.455,,,,,,,,,,,,,,,,,,,,,,,,,99: Dead,,,
1,3,B,B,Q,7,5041,51,0.64,145,1.983,278,3.36,343,4.06,430,5.09,4.79,499,5.25,523,5.51,3.75,521,5.60,3.82,,5.9,,,,,,,,05: Multiple basal sprouts 06:dead07: Dia sprout=060,,,
1,3,A,216,Q,8,5042,24.5,0.43,143,1.654,165,2.61,189,2.85,251,3.05,2.87,278,3.02,346,3.44,2,401,3.4,2.17,420,4.1,2.36,447,,549,2.18,506,3.49,"06:DBH  not measured;  08: Dia 2"" Low on remeasure",,,
1,3,B,B,Q,9,5043,51,0.55,154,2.059,307,3.97,392,4.98,469,5.62,5.25,546,5.73,549,5.98,3.68,549,6,3.7,,5,,,,,,,,06:dead  ,,,
1,3,A,216,Q,10,5044,29,0.52,172,1.8,200,2.74,231,3.26,353,3.41,3.31,405,3.53,492,3.66,2.65,505,3.8,2.9,545,5.4,3.09,633,3.48,692,4.00,767,4.37,01: Forked,,,
1,3,B,B,Q,11,5045,44,0.48,156,1.786,265,3.3,361,4.27,407,5.1,4.71,527,5.25,543,5.54,3.65,572,5.6,3.73,,,,,,,,,,05: Dead; Multiple basal sprouts 06:dead  ,,,
1,3,A,216,Q,12,5046,43,0.6,215,1.982,256,3.32,312,3.81,410,4.27,3.95,439,4.11,509,4.84,3.14,518,5.85,3.33,569,4.7,3.43,592,3.72,594,4.02,613,,04: Dia measured 2x  ,2004_Diam@10cm: VSQ: Changed from 4.7 to 5.85. Remeasure 1-10-5,,
1,3,B,B,Q,13,5047,36,0.36,108,1.08,187,1.96,252,2.77,327,3.26,3,400,3.22,408,3.41,2.26,432,3.6,2.42,458,6.7,2.47,413,2.52,408,2.57,408,2.56,06:top broken ,,,
1,3,A,216,Q,14,5048,32,0.5,235,2.119,313,3.24,380,4.00,418,4.74,4.5,474,5.03,563,5.57,4.42,557,5.8,4.84,575,5.9,4.79,660,5.06,659,5.41,769,5.8,04: Ht measured 2x,2004_Height: VSQ: Changed from 544 to 557. Remeasure 1-10-5,,
1,3,B,B,R,14,5061,49,0.59,144,1.775,270,3.01,326,3.82,400,4.85,4.45,446,4.97,505,5.28,3.43,523,5.5,3.67,,,3.74,,,,,,,05: Dead; Multiple basal sprouts  ,,,
1,3,A,271,R,13,5060,71,0.76,207,2.733,321,4.01,375,4.64,467,5.4,5,487,5.28,489,5.54,4.6,526,5.7,5.24,561,5.2,5.19,548,5.82,626,5.77,728,6.18,06:canker ,,,
1,3,B,B,R,12,5059,38,0.41,123,1.312,255,2.35,298,2.88,337,3.6,3.1,381,3.37,376,3.44,2.24,373,3.4,2.2,385,3,,,,,,,,03: Dead?; 04: Growing. Ht measured 2x 06:dead,,,
1,3,A,216,R,11,5058,24.5,0.4,102,1.26,182,1.88,195,2.16,210,2.25,2.4,216,2.45,224,2.42,1.26,249,2.6,1.4,270,2.6,1.46,316,1.6,368,1.78,368,1.88,02: Dead? 03: Growing. W/in measurement error,,,
1,3,B,B,R,10,5057,27,0.4,118,1.406,291,3.18,382,4.29,443,5.15,4.55,557,5.09,569,5.35,3.5,564,5.3,3.54,,5.5,,,,,,,,06:dead  07: Dia sprout 121,,,
1,3,A,216,R,9,5056,48,0.57,126,1.639,160,2.17,164,2.24,167,2.3,2.25,195,2.29,198,2.36,1.2,203,2.3,,,,,,,,,,,05: Dead  ,2003_Height: VQ: Changed from 193 to 198 - remeasure. 5-5-4,,
1,3,B,B,R,8,5055,28,0.55,111,1.767,231,3.5,327,4.90,407,5.5,5.45,500,5.79,522,6.30,3.96,632,6.3,3.93,,,,,,,,,,04: Ht measured 2x; 05: Dead; multiple basal sprouts  07: Dia sprout=120; 08: sprouts present,2004_Height: VSQ: Changed from 498 to 632. Remeasure 1-10-5,,
1,3,A,216,R,7,5054,70,0.66,167,1.943,189,2.5,239,2.84,337,3.3,3.05,396,3.25,399,3.69,2.78,457,4,3.06,538,6.3,3.23,635,3.7,,,,,00: CT broken off at ~1.5 m; 01: Dead; 03: Still growing  07:harvested,,,
1,3,A,216,S,8,5067,32,0.44,133,1.281,145,1.83,148,1.74,162,1.91,2.05,,,,,,,,,,,,,,,,,,02: Dead,,,
1,3,B,B,S,9,5068,34.5,0.41,105,1.298,238,2.87,310,3.74,380,4.76,4.25,488,4.62,470,4.62,2.89,570,4.60,3.88,,4.1,,,,,,,,04: Ht measured 2x 06:dead,2004_Height: VSQ: Changed from 455 to 570. Remeasure 1-10-5,,
1,3,A,216,S,10,5069,32,0.5,149,1.769,184,2.71,231,3.17,340,3.29,3.15,413,3.31,453,3.57,2.65,475,3.8,3,511,4.1,3.22,610,3.6,663,4.20,759,4.81,,,,
1,3,B,B,S,11,5070,39,0.45,143,1.788,269,3.42,377,4.16,423,5.11,4.55,475,4.55,495,5.09,3.28,513,5.4,3.56,532,5.7,3.73,555,3.95,604,4.05,610,4.23,05: Multiple basal sprouts,,,
1,3,A,271,S,12,5071,76,0.69,207,2.54,306,3.8,407,4.57,470,5.1,4.89,571,5.22,637,5.86,4.59,693,6.4,5.18,720,7,5.64,737,6.18,807,7.15,855,8,,,,
1,3,B,B,S,13,5072,16,0.34,107,1.567,219,2.41,378,3.11,310,3.65,4.68,415,3.85,421,4.11,2.43,427,5,2.8,446,5.1,2.78,479,2.97,501,3.29,512,3.5,,,,
1,3,A,216,S,14,5073,50,0.6,214,2.146,273,3.21,317,4.06,455,4.49,4.31,559,4.77,632,5.41,4.27,668,5.5,4.48,719,5.8,4.69,743,5.02,788,5.56,791,5.81,,,,
1,3,B,B,T,14,5084,50,0.7,104,1.656,226,2.99,310,3.89,360,4.5,4.2,412,4.71,451,4.74,3.1,465,4.7,3.13,,4.8,,,,,,,,05: Multiple basal sprouts,,,
1,3,A,216,T,13,5083,42,0.53,199,1.693,231,2.87,289,3.23,375,3.5,3.45,422,3.76,447,4.20,3.35,488,4.3,3.5,532,4.5,3.59,632,3.95,715,4.41,786,4.89,99: Dead: 00: Still growing  ,,,
1,3,B,B,T,12,5082,40,0.51,124,1.736,235,3.01,302,3.39,357,4,3.55,391,3.92,434,4.14,2.69,455,4.2,2.82,495,4.5,2.93,498,3.13,551,3.55,589,3.9,,,,
1,3,A,216,T,11,5081,33,0.52,156,1.725,236,2.89,235,3.20,309,3.55,3.3,371,3.69,441,3.66,2.65,483,3.8,3,573,4.2,3.01,633,3.3,678,3.76,728,4.18,,,,
1,3,B,B,T,10,5080,44,0.56,130,1.702,249,3.34,323,4.25,361,4.7,4.3,423,4.97,460,5.44,3.53,485,5.7,3.78,512,6.2,4.09,543,4.38,579,5.11,555,5.1,05: Bronze birch borer; 08: Hgt v,,,
1,3,A,216,T,9,5079,76.5,0.76,174,2.519,206,3.43,,,,,,,,,,,,,,,,,,,,,,,00: Harvested,,,
1,3,A,216,U,12,5092,29,0.44,114,1.523,148,2.17,160,2.34,204,2.45,2.36,254,2.45,303,2.42,1.34,407,2.50,1.36,305,2.5,1.40,300,1.5,327,1.55,371,1.62,04: Ht measured 2x,2004_Height: VSQ: Changed from 292 to 407. Remeasure 1-10-5,,
1,3,B,B,U,13,5093,40,0.5,121,1.855,220,3.55,,,,,,,,,,,,,,,,,,,,,,,98: Dead? 99: Tree growing; 00: Harvested ,,,
1,3,A,216,U,14,5094,47,0.62,224,1.978,282,3.54,335,4.33,443,4.88,4.64,485,5.16,529,5.70,4.31,556,5.8,4.46,585,6,4.64,632,4.92,650,5.40,782,5.8,,,,
1,4,B,B,L,14,5290,40.5,0.63,170,2.625,330,4.9,419,5.38,526,6.9,6.8,651,7.96,683,8.40,5.8,874,9,6.32,825,9.6,6.92,825,7.25,931,7.52,962,7.9,"08: Dia 2"" High",,,
1,4,A,216,L,13,5289,33,0.58,242,2.638,377,4.82,447,5.75,553,6.75,6.475,655,7.48,818,8.40,6.81,1123,9,7.54,1024,9.6,8.12,1063,8.55,1074,9.20,1149,10.15,,,,
1,4,B,B,L,12,5288,24,0.48,132,2.158,254,3.36,297,3.57,407,5.2,5.1,537,5.54,628,5.95,3.95,853,6.3,4.36,757,6.7,4.83,799,5.2,847,5.68,875,6.31,,,,
1,4,A,216,L,11,5287,64.5,0.78,210,2.787,313,5.35,349,5.97,463,6.8,6.2,522,6.78,708,7.61,5.7,940,8.1,6.24,809,8.4,6.61,556,6.6,574,6.61,,,02: Dead? 03: Tree growing 06:top broken,,,
1,4,B,B,L,10,5286,43,0.52,149,2.048,289,3.94,341,5.13,488,6.5,6,587,6.40,661,7.26,5.15,861,7.8,5.79,796,8.5,6.44,852,7,1022,7.67,1084,8.4,,,,
1,4,A,216,L,9,5285,32.5,0.48,137,2.702,261,4.25,302,5.21,377,5.375,5.25,427,5.54,474,5.57,3.87,607,5.8,4,532,6.4,3.98,553,4,539,4.02,514,4.05,08: Hgt v,,,
1,4,B,B,L,8,5284,42,0.42,122,1.797,262,3.27,331,3.89,454,5.05,4.65,553,5.22,629,5.80,4.16,838,6.5,4.8,795,7.3,5.40,873,5.85,986,6.43,1091,6.82,,,,
1,4,A,271,L,7,5283,60.5,0.6,190,2.728,299,5.04,347,5.97,442,6.95,6.7,496,7.16,558,7.29,5.78,879,8.1,6.13,859,8.5,6.46,927,6.65,1042,6.87,1139,7.2,"Misplant 216, actually 259; ",,,
