Rep,Treat,SPP,Clone,Row,Col,ID #,1997_Height,1997_Diam,1998_Height,1998_Diam,1999_Height,1999_Diam,2000_Height,2000_Diam,2001_Height,2001_Diam@3cm,2001_Diam@10cm,2002_Height,2002_Diam,2003_Height,2003_Diam@10cm,2003_DBH,2004_Height,2004_Diam@10cm,2004_DBH,2005_Height,2005_Diam@10cm,2005_DBH,2006_Height,2006_DBH,2007_Height,2007_DBH,2008_Height,2008_DBH,Notes,Comment1,Comment2,Comment3
1,4,B,B,L,6,5282,33,0.41,110,1.383,243,2.48,268,2.67,330,3.35,3.05,417,3.31,467,4.84,2.17,559,3.5,2.23,450,3.5,2.31,473,2.35,487,2.33,494,2.4,04: Dia measured 2x  ,,,
1,4,A,216,M,6,5296,25,0.45,141,2.007,245,2.99,285,3.79,340,4.05,4.4,422,4.68,681,7.99,2.65,622,5,2.74,564,4.9,2.76,567,3,,,,,04: Dia measured 2x  07:Dead  ,,,
1,4,B,B,M,7,5297,30,0.41,98,1.404,243,2.79,331,3.16,423,4.15,3.9,519,4.42,561,7.80,3.45,734,5.1,3.86,696,5.5,4.32,755,4.6,823,4.86,941,5,04: Dia measured 2x  ,,,
1,4,A,216,M,8,5298,7.5,0.18,95,1.13,183,1.89,238,2.04,292,2.31,2.2,298,2.32,326,2.67,1.69,335,2.3,1.64,329,2.3,1.55,,,,,,,04: Dia measured 2x; 05: Dead? Check in 06 06:dead,,,
1,4,B,B,M,9,5299,32,0.5,160,2.583,270,3.66,357,4.60,487,6.68,5.74,529,6.62,670,7.77,5.38,861,8.1,6.09,914,8.7,6.38,883,6.6,993,7.03,1094,7.65,,,,
1,4,A,216,M,10,5300,17,0.38,148,1.66,227,2.56,246,3.10,261,3.2,3.4,274,3.57,290,3.90,,,,,,,,,,,,,,04: Dead?; 05: Dead  ,,,
1,4,B,B,M,11,5301,31.5,0.5,139,2.164,309,4.63,391,5.93,520,7.2,6.72,583,7.10,693,7.61,4.99,970,8.1,5.53,862,9,6.21,875,6.9,1009,7.25,1112,7.93,,,,
1,4,A,216,M,12,5302,46,0.44,188,2.149,264,3.41,367,3.98,456,4.46,4.41,524,4.71,638,5.09,4.13,770,5.1,4.37,927,5.3,4.56,725,4.55,756,4.54,786,4.7,,,,
1,4,B,B,M,13,5303,37,0.53,152,1.902,319,3.6,438,4.70,564,6.51,5.75,646,6.59,728,7.61,5.09,988,7.9,5.62,840,8.5,6.13,890,6.55,993,7.10,1087,7.57,,,,
1,4,A,216,M,14,5304,30,0.38,195,1.752,305,3.28,361,3.71,496,4.36,4.16,616,4.65,632,5.57,4.11,782,5.1,4.28,719,5.2,4.29,745,4.3,743,,,,04: Dia measured 2x  07:pd ,,,
1,4,B,B,N,14,5318,41,0.39,171,1.539,287,3.01,343,3.34,401,4.4,4.1,518,4.68,578,4.80,2.72,823,4.9,3.71,724,5.4,3.31,776,3.55,831,3.89,874,4.2,08: Hgt is avg,,,
1,4,A,216,N,13,5317,23,0.29,72,1.694,290,3.15,360,3.77,459,4.15,4.2,539,4.58,610,4.58,3.64,714,4.8,3.7,695,4.9,3.85,751,3.9,773,3.91,772,3.99,04: Dia measured 2x; 08: leaning under scaffold,,,
1,4,B,B,N,12,5316,46,0.6,176,2.477,333,4.73,471,5.67,607,7.75,7.1,689,7.89,712,8.63,5.94,978,9,6.33,851,10,6.83,876,7,833,7.11,827,7.08,Remeasured 07Hgt 5-15-08 BAB; 08: Hgt v,,,
1,4,A,216,N,11,5315,35,0.43,168,2.309,307,4.13,371,4.71,485,5.35,4.85,580,5.22,636,5.54,4.52,823,5.9,5.2,854,6,5.07,921,5.1,993,5.23,1010,5.5,01: Dead?; 02: smaller; 03: tree growing,,,
1,4,B,B,N,10,5314,55,0.68,130,2.796,243,3.94,311,3.94,391,4.9,4.2,443,4.46,489,4.84,2.64,655,4.9,2.89,550,5,2.94,592,3,588,3.10,600,3.13,,,,
1,4,A,216,N,9,5313,37,0.54,144,2.13,266,3.6,342,4.18,391,4.6,4.5,439,4.62,494,4.65,3.29,630,4.55,3.28,,4.6,,,,,,,,04: Dia measured 2x 06:dead  ,,,
1,4,B,B,N,8,5312,23,0.34,130,1.936,263,3.14,381,4.54,476,5.9,5.8,552,6.46,571,7.07,4.68,757,7.15,5.1,728,7.8,5.50,780,5.85,834,6.26,825,6.5,08: Hgt v,,,
1,4,A,216,N,7,5311,40,0.56,150,2.257,234,3.61,275,4.24,389,4.65,4.95,438,4.87,465,4.65,2.81,579,4.9,,,,,,,,,,,03: Measured twice; 05: Dead  ,,,
1,4,B,B,N,6,5310,28.5,0.54,130,2.183,297,2.07,363,5.06,472,6.9,6,509,6.53,624,7.07,4.16,813,7.15,4.7,795,8.6,4.96,832,5.3,983,5.73,1038,6.11,,,,
1,4,A,216,O,6,5324,18,0.27,67,0.79,128,1.26,140,1.53,144,1.51,1.37,,,,,,,,,,,,,,,,,,02: Dead,2001_Diam@10cm: VQ: Measured with a caliper. Avg of the values 1.31 and 1.43. 6/4/2004,,
1,4,B,B,O,7,5325,28,0.33,123,1.522,237,2.81,346,3.56,432,4.55,4.31,485,4.62,484,4.84,3.17,617,4.95,3.21,485,4.9,3.30,516,3.15,510,3.34,538,3.35,02: Dead? 03: Tree growing,,,
1,4,A,216,O,8,5326,31,0.49,145,1.892,281,2.94,325,3.60,427,3.99,3.89,475,4.11,541,4.14,3.13,632,4.1,3.09,,,,,,,,,,04: Dia measured 2x; 05: Dead ,,,
1,4,B,B,O,9,5327,48,0.55,148,2.445,228,3.96,303,4.77,401,5.8,5.45,483,5.83,484,5.86,3.16,615,6.1,3.88,553,6.1,3.37,598,3.45,650,3.45,659,3.61,06:2 stems,,,
1,4,A,216,O,10,5328,40.5,0.57,200,2.263,277,3.41,329,3.88,451,4.38,4.5,532,4.84,619,4.90,3.98,848,5.1,4.03,845,5.3,4.28,856,4.3,897,4.24,870,4.28,08: Hgt v,,,
1,4,B,B,O,11,5329,36,0.64,146,2.375,282,3.76,367,4.55,514,5.45,5.59,616,6.27,666,6.33,4.46,848,6.65,4.54,812,7.2,5.10,841,5.35,873,5.42,855,5.48,08: Hgt v,,,
1,4,A,216,O,12,5330,6,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,98: Dead,,,
1,4,B,B,O,13,5331,36.5,0.46,147,2.49,259,4.22,359,4.79,489,6.3,5.45,514,6.24,563,6.30,3.94,704,6.45,4.41,554,6.2,4.04,553,4.2,585,4.12,614,4.2,06:SA ,,,
1,4,A,216,O,14,5332,45,0.47,191,1.877,258,3.45,315,3.93,404,4.55,4.24,465,4.65,583,5.09,3.82,759,4.9,3.91,715,5,3.96,771,4,803,4.00,800,4.1,"04: Dia measured 2x; 08: under scaffold, Hgt is avg",,,
1,4,B,B,P,14,5345,44,0.59,150,2.144,281,3.47,353,4.07,460,5.35,4.65,571,5.63,763,6.05,4.02,841,6.5,4.58,786,7.4,5.07,853,5.45,935,5.98,986,6.31,08: Hgt is avg,,,
1,4,A,216,P,13,5344,3.5,0.2,61,1.057,125,1.8,157,1.83,181,1.99,1.2675,143,1.56,162,,,,,,,,,,,,,,,"02: Dead; 03: Growing, dia not measured; 04: Dead; ",,,
1,4,B,B,P,12,5343,43,0.63,159,2.426,297,4.63,424,5.42,555,8.4,7.1,626,8.12,716,8.72,4.93,914,9,6.23,831,9.5,5.77,905,6.05,907,6.06,933,6.37,,,,
1,4,A,216,P,11,5342,56,0.53,185,1.76,328,3,383,3.75,479,4.25,4.1,567,4.68,609,5.12,4.21,734,5.35,4.42,704,5.8,4.57,730,4.6,753,4.64,815,4.69,,,,
1,4,B,B,P,10,5341,49,0.51,154,2.336,268,3.78,352,4.44,463,5.1,4.9,540,5.41,616,5.73,3.93,805,6.05,4.26,801,6.6,4.73,845,5.25,941,5.86,926,6.25,08: Hgt v,,,
1,4,A,216,P,9,5340,15.5,0.37,150,1.448,217,2.34,255,2.84,344,3,3.3,434,3.06,434,3.15,2.19,541,3.05,2.17,,,,,,,,,,03: Measured twice; 04: Dia measured 2x; 05: Dead ,,,
1,4,B,B,P,8,5339,55,0.68,172,3.01,357,5.76,474,6.88,631,10,8.95,751,10.79,833,11.97,7.7,1039,12.8,9.77,1000,14,9.61,1066,10.65,1222,11.60,1366,11.9,"02: CT Dead? 03: Tree growing; 08: Hgt v, remeasured",,,
1,4,A,216,P,7,5338,50,0.45,100,1.852,160,2.57,199,2.68,244,2.9,2.7,239,2.71,239,,,,,,,,,,,,,,,02: Dead?; 03: measured twice; 04: Dead,,,
1,4,B,B,Q,7,5351,39.5,0.51,130,1.816,258,3.4,367,3.83,455,4.91,4.78,535,5.28,766,5.22,3.59,,,,,,,,,,,,,03: Measured twice; 04: Broken off. Severe canker. Dead?; 05: Dead,,,
1,4,A,216,Q,8,5352,5,0.21,46,0.754,75,1.03,84,1.02,83,0.98,9.45,,,,,,,,,,,,,,,,,,02: Dead,2001_Diam@10cm: VQ: Measured with a caliper. Avg of the values 9.4 and 9.5. 6/4/2004,,
1,4,B,B,Q,9,5353,45.5,0.55,209,1.858,270,3.33,390,4.14,534,5.43,5.1,645,5.57,677,6.53,4.88,935,6.85,5.27,870,7.1,5.72,965,6.1,1042,6.70,1100,7.05,,,,
1,4,A,216,Q,10,5354,16,0.39,212,2.097,287,3.92,325,4.64,436,5.3,5.18,522,5.48,582,5.73,4.47,792,5.65,4.74,826,5.9,4.66,869,4.7,921,4.73,944,5.1,04: Dia measured 2x  ,,,
1,4,B,B,Q,11,5355,10,0.21,40,0.615,,,,,,,,,,,,,,,,,,,,,,,,,99: Dead,,,
1,4,A,216,Q,12,5356,41,0.55,165,2.344,330,3.84,365,4.69,466,5.33,5.14,549,5.63,618,6.02,4.65,836,6.25,5.12,873,6.4,5.34,974,5.2,1007,5.50,1007,5.71,,,,
1,4,B,B,Q,13,5357,33,0.39,92,1.086,205,2.23,262,2.67,330,3.15,2.8,383,2.96,398,2.99,1.72,518,3,1.75,401,3,1.78,415,1.8,412,1.82,412,1.82,03: Dead?; 04: Growing,,,
1,4,A,216,Q,14,5358,60,0.58,197,2.743,317,5.07,339,5.57,464,6.68,5.86,590,6.21,729,6.75,5.2,767,6.7,5.6,659,7.2,5.73,708,5.8,799,5.91,863,6.11,04: Dia measured 2x  ,,,
1,4,B,B,R,14,5371,30,0.46,117,1.638,256,3.04,328,3.64,427,4.3,4.1,514,4.58,571,4.50,3.03,742,4.85,7.51,704,5,3.56,725,3.7,755,3.90,821,3.93,03: Measured twice,,,
1,4,A,216,R,13,5370,48,0.55,180,2.315,324,4.19,440,5.15,563,6.4,6,644,6.72,721,7.38,6.15,919,7.95,6.7,868,8.5,7.07,894,7.35,1031,7.79,1064,8.17,,,,
1,4,B,B,R,12,5369,64,0.44,162,1.985,337,2.96,393,3.81,536,5.1,4.6,664,5.03,686,6.30,4.05,884,6.3,4.58,832,6.9,5.04,889,5.4,995,6.01,1075,6.41,,,,
1,4,A,216,R,11,5368,61,0.63,173,2.539,294,3.44,338,4.28,437,4.75,4.4,557,4.77,607,5.06,3.93,668,5.15,4.11,746,9,4.17,755,4.2,825,4.25,831,4.31,,,,
1,4,B,B,R,10,5367,62.5,0.67,159,2.437,318,3.88,470,4.96,533,6.9,5.9,675,6.75,756,7.83,5.02,782,8.4,5.7,873,8.6,6.25,956,6.65,1068,7.25,1078,7.73,,,,
1,4,A,216,R,9,5366,52,0.62,157,2.666,337,2.67,446,4.65,526,5.65,5.5,640,6.11,709,6.49,4.99,935,6.55,5.23,786,7.2,5.28,911,5.55,956,5.55,972,5.73,,,,
1,4,B,B,R,8,5365,16,0.3,112,1.609,235,3.17,351,4.04,454,5.3,3.825,510,1.36,614,7.00,3.01,861,7.2,4.67,723,7.4,3.48,710,3.65,791,3.87,800,4.08,06:2 stems,2001_Diam@10cm: VQ: Measured with a caliper. Avg of the values 3.85 and 3.8. 6/4/2004,,
1,4,A,271,R,7,5364,73,0.86,227,3.275,414,5.07,554,5.81,627,7.35,6.95,760,7.64,845,8.59,6.9,965,9.45,7.51,982,10.2,8.12,933,8.7,1067,9.06,1131,9.75,02: Bent by scaffold; 04: Ht measured 2x,,,
1,4,A,216,S,8,5377,82.5,0.98,197,2.932,319,4.44,373,5.51,495,6.1,5.9,591,6.40,638,7.00,5.24,846,7.5,5.7,867,7.6,5.83,920,6.05,,,,,04: Hypoxylon  07:Dead ,,,
1,4,B,B,S,9,5378,37,0.51,80,1.669,300,2.79,391,3.71,503,5,4.49,587,5.35,698,5.95,4.24,894,6.55,4.84,859,7.4,5.38,889,5.8,1001,6.41,1037,7,,,,
1,4,A,216,S,10,5379,32,0.43,136,1.741,247,2.85,305,3.81,384,4.3,3.9,494,4.27,560,4.52,3.43,696,4.5,3.52,639,4.8,3.50,,,,,,,04: Dia measured 2x 06:dead  ,,,
1,4,B,B,S,11,5380,52,0.64,142,2.331,274,3.72,348,4.94,465,6.4,5.8,513,6.30,598,6.72,4.75,808,7.05,5.29,782,7.9,5.80,839,6.4,981,7.05,1034,7.42,"07: Dia 2"" avg",,,
1,4,A,216,S,12,5381,14,0.25,161,1.535,277,2.7,342,3.40,404,3.8,3.88,507,4.30,592,4.58,3.53,734,4.6,3.75,681,5.2,3.88,748,3.95,770,3.97,791,4.11,,,,
1,4,B,B,S,13,5382,47,0.42,209,1.188,241,2.27,304,2.85,411,3.85,3.27,500,3.76,533,4.17,2.63,747,4.25,2.93,678,5,3.22,722,3.4,786,3.52,805,3.68,,,,
1,4,A,216,S,14,5383,51,0.62,235,2.331,293,3.92,369,4.56,460,5.4,4.92,581,5.54,709,6.24,4.98,881,6.55,5.36,926,7.2,5.64,985,5.9,1041,6.14,1042,6.4,,,,
1,4,B,B,T,14,5394,50,0.79,135,2.05,245,3.66,330,4.23,437,5.7,4.73,523,5.41,626,6.24,3.7,782,6.4,7,751,7.1,4.95,849,5.55,937,6.22,955,6.72,,,,
1,4,A,216,T,13,5393,27,0.33,159,1.54,261,2.73,319,3.54,369,3.91,3.88,457,4.14,546,4.30,3.6,732,4.45,3.77,704,4.5,3.82,765,3.9,786,3.86,801,3.9,,,,
1,4,B,B,T,12,5392,53.5,0.51,145,2.134,272,3.61,329,4.03,436,5.74,4.95,529,5.54,604,6.05,4.12,787,6.6,4.72,786,7.2,5.42,857,6.35,964,6.90,1014,7.21,,,,
1,4,A,216,T,11,5391,9.5,0.2,135,1.351,178,2.16,190,2.43,198,2.6,2.66,,,,,,,,,,,,,,,,,,02: Dead,,,
1,4,B,B,T,10,5390,42,0.55,150,2.344,294,3.85,386,4.85,485,6.58,5.52,615,6.05,681,6.84,4.72,772,7.25,5.31,801,7.8,5.61,820,6,927,6.36,1007,6.6,,,,
1,4,A,216,T,9,5389,15.5,0.33,156,1.619,183,2.01,226,2.37,270,2.64,2.75,,,,,,,,,,,,,,,,,,02: Harvested,,,
1,4,A,216,U,12,5402,13.5,0.25,186,1.136,204,2.16,218,2.61,294,2.75,2.8,329,2.86,382,2.90,1.95,401,2.80,1.93,403,2.9,1.93,,,,,,,03: Dead?; 04: Dia measured 2x 06:dead,,,
1,4,B,B,U,13,5403,30.5,0.43,90,1.502,208,2.72,269,3.05,365,2.8,2.36,452,3.92,513,4.80,2.43,668,4,2.69,594,4.2,2.88,598,3,654,3.12,653,3.24,04: Dia measured 2x  ,,,
1,4,A,216,U,14,5404,5,0.19,37,0.557,100,1.1,109,1.06,115,1.135,1.1,119,1.15,116,1.20,,,1.03,,,,,,,,,,,03: Measured twice; 04: Dead?; 05: Dead  ,2001_Diam@10cm: VQ: Measured with a caliper. Avg of the values 10.5 and 11.5. 6/4/2004,,
2,1,B,B,L,14,5600,43,0.46,135,2.184,290,5.09,341,6.26,400,7.05,6.4,457,6.88,533,7.58,4.53,586,8.02,5.06,665,8.6,5.70,758,6.1,826,6.81,854,7.29,02: Fork,,,
2,1,A,216,L,13,5599,40,0.43,140,1.473,179,2.45,189,2.92,240,3.13,2.62,304,2.86,371,3.18,2.19,386,3.3,2.22,449,3.5,2.39,479,2.45,504,2.52,503,2.51,00: Dead? 01: Tree growing,,,
2,1,B,B,L,12,5598,45,0.44,142,1.635,202,3.1,249,3.53,290,3.73,3.28,342,3.57,390,3.82,2.26,465,4.15,2.72,523,4.6,3.22,583,3.55,708,4.15,759,4.46,03: Dead?; 04: Growing,,,
2,1,A,216,L,11,5597,18,0.41,41,0.694,83,1.25,91,1.35,79,1.42,1.32,,,,,,,,,,,,,,,,,,02: Dead,,,
2,1,B,B,L,10,5596,37,0.35,91,1.312,149,2.75,191,3.20,249,3.8,3.4,296,3.66,339,3.88,2.03,390,4.22,2.48,497,4.9,3.11,545,3.6,670,4.30,762,4.75,,,,
2,1,A,216,L,9,5595,59,0.64,187,2.156,215,3.46,220,3.80,305,4.1,3.98,354,4.33,491,4.90,3.55,477,5.1,3.8,576,5.3,4.06,581,4.25,669,4.42,790,4.58,03 & 04: Hts inaccurate  ,,,
2,1,B,B,L,8,5594,22,0.5,100,1.677,203,4.17,278,4.88,344,5.98,5.7,455,6.37,501,6.97,3.6,563,7.82,4.38,660,8.7,5.28,699,5.95,835,7.08,896,7.78,,,,
2,1,A,216,L,7,5593,26,0.47,160,1.669,208,2.55,217,2.78,278,3.07,3.17,331,3.50,401,3.66,2.55,405,4,2.78,456,4.4,2.94,444,3.1,486,3.16,518,3.2,06:v  ,,,
2,1,B,B,L,6,5592,28.5,0.36,76,1.379,168,2.65,220,3.31,261,3.89,3.4,345,3.79,391,4.11,2.44,467,4.59,2.85,537,5,3.50,605,3.75,757,4.57,802,5.1,,,,
2,1,A,216,M,6,5606,20,0.55,120,1.626,173,2.04,187,2.17,182,2.39,2.3,226,2.39,316,2.67,1.51,356,2.8,1.65,387,3.2,1.76,403,1.8,407,1.76,433,1.8,,,,
2,1,B,B,M,7,5607,52.5,0.65,123,2.121,247,4.18,292,4.92,318,6,4.73,372,5.28,445,5.73,3.31,506,6.34,3.76,579,6.6,4.29,593,4.6,720,5.25,800,5.67,,,,
2,1,A,216,M,8,5608,32,0.45,188,1.951,228,3.24,260,3.46,347,3.8,3.7,417,4.11,432,,2.65,,,,,,,,,,,,,03: Dead?; 04: Dead  ,,,
2,1,B,B,M,9,5609,13,0.33,69,1.023,151,2.08,154,2.43,205,2.51,2.4,271,2.55,305,2.67,1.35,357,3,1.75,373,3.1,2.01,413,2.2,444,2.21,441,2.29,,,,
2,1,A,216,M,10,5610,25,0.41,145,1.131,190,2.03,210,2.21,267,2.4,2.38,331,2.58,454,2.93,2.2,454,3.02,2.33,471,4.2,2.40,465,2.4,465,2.49,472,2.43,,,,
2,1,B,B,M,11,5611,34,0.47,127,2.195,252,3.51,277,4.46,352,4.61,4.39,415,4.97,481,5.41,3.6,533,5.95,4.07,607,6.7,4.80,639,5.15,747,5.51,845,6,,,,
2,1,A,216,M,12,5612,23,0.33,153,1.231,210,2.52,266,3.01,342,3.39,3.2,401,3.34,507,3.66,2.94,517,3.98,3.44,613,4.3,3.72,668,3.9,746,4.10,796,4.41,,,,
2,1,B,B,M,13,5613,25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,98: Dead,,,
2,1,A,216,M,14,5614,25,0.24,111,1.047,205,2.62,204,2.74,212,2.95,2.78,238,2.90,312,2.99,1.58,323,3.02,1.61,320,3,,,,,,,,99: Dead?; 00: Growing 06:dead,,,
2,1,B,B,N,14,5628,38.5,0.41,157,2.117,304,4.37,345,4.92,379,5.42,4.88,460,5.60,476,5.79,3.49,535,6.18,3.92,602,6.6,4.33,670,4.5,737,4.92,818,5.1,,,,
2,1,A,216,N,13,5627,16,0.52,155,1.101,161,1.66,172,1.60,187,2,1.6,208,1.70,246,1.68,1.01,249,1.8,1.03,,,,,,,,,,04: Ht & Dia measured 2x; 05: Dead,2002_Diam: measured,,
2,1,B,B,N,12,5626,37,0.47,138,1.775,283,3.49,346,4.09,377,4.79,4.38,404,4.97,508,5.22,3.31,600,5.9,3.82,655,6.3,4.40,720,4.75,807,5.56,885,6.04,,,,
2,1,A,216,N,11,5625,61.5,0.76,187,2.136,262,3.58,300,3.86,444,4.25,4.12,492,4.62,639,5.47,4.42,709,5.95,4.8,758,6.4,5.30,790,5.75,850,6.30,971,6.82,,,,
2,1,B,B,N,10,5624,36,0.4,85,1.302,214,2.74,230,2.88,299,3.48,3.35,397,3.88,471,3.98,2.73,535,4.48,3.13,564,4.7,3.58,609,3.7,707,4.20,737,4.28,,,,
2,1,A,216,N,9,5623,70,0.71,138,2.469,268,3.97,311,4.57,386,5.05,4.96,473,5.44,592,6.14,4.6,680,6.9,5.19,658,7.2,5.57,679,5.9,787,6.46,862,6.73,,,,
2,1,B,B,N,8,5622,30,0.44,107,1.441,227,2.6,247,3.14,286,3.67,3.4,361,3.76,436,4.17,2.4,470,4.45,2.74,525,4.7,3.06,561,3.3,644,3.70,653,3.9,,,,
2,1,A,216,N,7,5621,52,0.6,121,2.479,312,4.06,345,4.53,363,4.91,4.65,420,4.97,499,5.73,3.95,540,5.7,4.27,645,6,4.50,656,4.6,707,4.70,772,4.8,,,,
2,1,B,B,N,6,5620,51.5,0.6,152,2.16,283,3.83,345,4.70,391,5.6,5.27,473,5.83,517,6.24,3.72,569,6.7,4.14,625,7.3,4.58,662,4.9,777,5.53,823,6.01,,,,
2,1,A,216,O,6,5634,45.5,0.51,162,1.525,206,2.47,244,2.86,335,3.2,3,404,3.22,515,3.72,2.8,559,4,3.11,606,4.2,3.41,643,3.6,668,3.90,764,4.18,,,,
2,1,B,B,O,7,5635,27,0.35,72,1.024,193,2.01,244,2.66,297,2.97,2.85,359,3.25,406,3.44,2.14,437,3.75,2.39,460,3.9,2.60,492,2.65,564,2.80,583,2.88,,,,
2,1,A,216,O,8,5636,61,0.59,131,2.292,300,3.84,348,4.55,388,5,4.89,505,5.48,601,6.08,4.75,627,6.8,5.19,661,7,5.56,718,5.9,827,6.46,984,6.92,,,,
2,1,B,B,O,9,5637,32,0.48,122,1.701,234,2.81,278,3.25,345,4,3.59,450,4.17,523,4.55,2.89,560,5.1,3.36,615,5.5,3.78,659,3.95,764,4.51,798,4.79,02: Damage by scaffold,,,
2,1,A,216,O,10,5638,50,0.56,221,2.569,286,4.04,338,4.62,470,5,4.85,615,5.60,718,6.53,4.96,757,7.1,5.52,857,7.6,6.02,888,6.45,977,7.11,1073,7.69,,,,
2,1,B,B,O,11,5639,40,0.44,116,2.136,216,3.51,239,3.75,301,4.2,3.99,398,4.30,446,4.49,2.51,490,4.71,3.82,510,5.1,3.14,545,3.25,558,3.36,591,3.5,,,,
2,1,A,216,O,12,5640,32,0.63,129,1.711,223,2.64,254,2.79,289,3.1,2.81,332,3.02,373,3.18,2.28,386,3.25,2.34,403,3.3,2.50,409,2.35,409,2.35,,,03: Dead?; 04: Growing 06:v  ,,,
2,1,B,B,O,13,5641,44,0.61,176,2.845,306,5.49,355,5.45,374,5.92,5.31,396,5.76,464,5.61,3.52,510,5.7,5.67,552,5.9,3.93,599,4,658,4.18,719,4.34,01: Dead?; 02: Growing; 04: Ht & Dia measured 2x,,,
2,1,A,216,O,14,5642,38,0.49,180,2.204,247,3.59,292,3.87,354,4.4,4.3,494,4.55,590,5.09,3.76,590,5.41,4.08,612,5.7,4.42,659,4.5,701,4.80,756,4.81,,,,
2,1,B,B,P,14,5655,46,0.55,152,1.923,295,3.86,334,4.26,396,5.15,4.65,471,5.22,523,5.47,3.89,599,5.85,4.2,650,6.4,4.52,672,4.75,744,5.25,827,5.38,06:SA;  08: Dia = avg,,,
2,1,A,216,P,13,5654,43.5,0.55,207,1.906,280,3.57,336,3.87,405,4.21,4,477,4.42,623,5.06,3.95,621,5.33,4.3,642,5.8,4.60,653,4.8,788,5.09,794,5.25,,,,
2,1,B,B,P,12,5653,34,0.32,158,1.593,265,2.98,310,3.33,329,3.62,3.49,372,3.82,431,3.88,2.5,467,4.15,2.7,523,4.3,3.00,546,3.1,608,3.29,671,3.4,,,,
2,1,A,216,P,11,5652,76,0.72,237,2.77,300,4.01,336,4.74,437,5.08,4.83,546,5.67,683,6.24,4.93,715,6.83,5.38,731,7.3,5.90,802,6.4,912,7.20,1013,7.8,,,,
2,1,B,B,P,10,5651,40,0.44,137,1.777,271,3.3,322,3.93,371,4.43,4.21,451,5.03,506,5.60,3.53,550,6.1,4.34,584,6.3,4.34,599,4.6,684,4.72,741,5.21,06:SA ,,,
2,1,A,216,P,9,5650,22.5,0.35,89,1.338,143,1.81,140,1.75,141,1.82,1.89,144,1.79,146,1.91,,,,,,,,,,,,,,04: Dead  ,2002_Diam: measured,,
2,1,B,B,P,8,5649,53,0.6,142,2.087,254,3.47,328,4.38,352,4.98,4.28,425,4.90,446,5.25,3.33,517,5.8,3.57,570,5.8,4.87,617,3.95,701,4.31,733,4.55,,,,
2,1,A,216,P,7,5648,57.5,0.68,136,2.042,190,3.31,207,3.48,332,3.8,3.58,426,3.88,517,4.39,3.32,536,5.2,3.64,599,5,4.00,695,4.2,742,4.59,796,4.86,,,,
2,1,B,B,Q,7,5661,47,0.55,135,2.343,288,4.71,327,4.44,377,5.1,4.65,417,4.77,461,4.93,2.94,521,5.3,3.21,571,5.4,3.50,633,3.65,686,4.15,721,4.42,,2000_Height: remeasured = 325,2000_Diam: remeasured 4.235,
2,1,A,216,Q,8,5662,58,0.55,208,2.133,256,3.52,280,4.11,402,4.49,4.3,461,4.81,546,5.44,4.44,641,5.8,4.71,722,6.2,5.22,791,5.35,823,5.80,954,6.1,02: Dead? 03: Tree growing,,,
2,1,B,B,Q,9,5663,27,0.35,57,0.693,128,1.33,148,1.36,161,1.45,1.3,167,1.24,213,1.25,0.56,221,1.32,0.61,220,1.4,0.64,,,,,,,06:dead  ,2002_Diam: measured,,
2,1,A,216,Q,10,5664,38,0.45,193,1.854,269,3.05,300,3.55,377,3.9,3.89,474,4.30,564,4.84,3.88,576,5,4.17,591,5.3,4.42,660,4.7,702,5.10,728,5.32,01: Dead? 02: Tree growing,,,
2,1,B,B,Q,11,5665,42,0.46,143,2.383,281,3.79,307,3.82,340,4.35,3.89,423,4.17,456,4.33,2.5,560,4.45,2.71,553,4.75,3.00,627,3.2,727,3.65,746,3.9,,,,
2,1,A,216,Q,12,5666,68,0.74,200,2.458,288,3.37,328,4.32,393,4.68,4.4,474,4.90,591,5.35,4.21,630,5.65,4.54,733,5.9,4.85,779,5.2,894,5.68,943,6.11,99: Dead? 00: Tree growing,,,
2,1,B,B,Q,13,5667,25,0.3,158,1.814,272,3.42,304,3.62,351,4,3.81,410,4.01,492,4.14,2.55,515,4.38,2.75,558,4.7,3.11,599,3.3,700,3.54,710,3.79,,,,
2,1,A,271,Q,14,5668,96,0.76,128,2.989,449,5.1,508,5.97,551,7.2,6.72,648,7.07,726,7.48,6.04,755,7.9,6.63,780,8.3,6.84,864,7.2,896,7.75,970,8.32,"Misplant 216, actually 259; ",,,
2,1,B,B,R,14,5681,32,0.33,120,1.69,265,3.6,336,3.82,390,4.61,4.2,442,4.36,536,4.97,3.21,535,5.45,3.59,603,,3.86,608,4.15,706,4.52,785,5,,,,
2,1,A,216,R,13,5680,19,0.34,136,1.229,210,1.93,245,2.14,289,2.4,2.21,,,,,,,,,,5.8,,,,,,,,02: Harvested,,,
2,1,B,B,R,12,5679,25,0.42,76,1.165,185,2.1,202,2.26,266,2.55,2.36,292,2.48,313,2.51,1.35,330,2.7,1.45,353,2.85,1.53,361,1.6,390,1.69,394,1.7,,,,
2,1,A,216,R,11,5678,33,0.6,167,2.459,263,3.46,298,3.83,348,4.25,4.05,420,4.62,492,5.09,3.82,510,5.4,4.12,558,5.6,4.31,594,4.6,705,3.50,727,4.92,06:SA;  Remeasured 07Dia 5-15-08 BAB,,,
